河川名,水系,クラス,開発局,都道府県,河川コード
山口川,閉伊川,二級,東北地方整備局,岩手県,300170002
近内川,閉伊川,二級,東北地方整備局,岩手県,300170003
長沢川,閉伊川,二級,東北地方整備局,岩手県,300170004
飛沢川,閉伊川,二級,東北地方整備局,岩手県,300170005
二又川,閉伊川,二級,東北地方整備局,岩手県,300170006
刈屋川,閉伊川,二級,東北地方整備局,岩手県,300170007
山桑川,閉伊川,二級,東北地方整備局,岩手県,300170008
倉の沢川,閉伊川,二級,東北地方整備局,岩手県,300170009
高倉川,閉伊川,二級,東北地方整備局,岩手県,300170009
縄打川,閉伊川,二級,東北地方整備局,岩手県,300170010
北山川,閉伊川,二級,東北地方整備局,岩手県,300170011
平沢川,閉伊川,二級,東北地方整備局,岩手県,300170012
安庭川,閉伊川,二級,東北地方整備局,岩手県,300170013
岩穴川,閉伊川,二級,東北地方整備局,岩手県,300170014
戸塚川,閉伊川,二級,東北地方整備局,岩手県,300170015
前刈川,閉伊川,二級,東北地方整備局,岩手県,300170016
大沢川,閉伊川,二級,東北地方整備局,岩手県,300170017
坂本沢川,閉伊川,二級,東北地方整備局,岩手県,300170018
小国川,閉伊川,二級,東北地方整備局,岩手県,300170019
桐内川,閉伊川,二級,東北地方整備局,岩手県,300170020
尻石川,閉伊川,二級,東北地方整備局,岩手県,300170021
中の又沢川,閉伊川,二級,東北地方整備局,岩手県,300170022
薬師川,閉伊川,二級,東北地方整備局,岩手県,300170023
向田沢川,閉伊川,二級,東北地方整備局,岩手県,300170024
土沢川,閉伊川,二級,東北地方整備局,岩手県,300170025
湯沢川,閉伊川,二級,東北地方整備局,岩手県,300170026
矢田川,閉伊川,二級,東北地方整備局,岩手県,300170027
鈴久名川,閉伊川,二級,東北地方整備局,岩手県,300170028
横沢川,閉伊川,二級,東北地方整備局,岩手県,300170028
小滝内沢川,閉伊川,二級,東北地方整備局,岩手県,300170029
夏屋川,閉伊川,二級,東北地方整備局,岩手県,300170030
達曽部沢川,閉伊川,二級,東北地方整備局,岩手県,300170031
蔵の沢川,閉伊川,二級,東北地方整備局,岩手県,300170032
八木沢川,八木沢川,二級,東北地方整備局,岩手県,300180001
津軽石川,津軽石川,二級,東北地方整備局,岩手県,300190001
根井沢川,津軽石川,二級,東北地方整備局,岩手県,300190002
繋川,津軽石川,二級,東北地方整備局,岩手県,300190003
荒川川,津軽石川,二級,東北地方整備局,岩手県,300190004
小川,津軽石川,二級,東北地方整備局,岩手県,300190005
島田川,津軽石川,二級,東北地方整備局,岩手県,300190006
長内川,津軽石川,二級,東北地方整備局,岩手県,300190007
田名部川,津軽石川,二級,東北地方整備局,岩手県,300190008
重茂川,重茂川,二級,東北地方整備局,岩手県,300200001
大沢川,大沢川,二級,東北地方整備局,岩手県,300210001
山谷川,大沢川,二級,東北地方整備局,岩手県,300210002
関口川,関口川,二級,東北地方整備局,岩手県,300220001
間木戸川,関口川,二級,東北地方整備局,岩手県,300220002
内野川,関口川,二級,東北地方整備局,岩手県,300220003
織笠川,織笠川,二級,東北地方整備局,岩手県,300230001
新田川,織笠川,二級,東北地方整備局,岩手県,300230002
馬指野川,織笠川,二級,東北地方整備局,岩手県,300230003
白石川,織笠川,二級,東北地方整備局,岩手県,300230004
落合川,織笠川,二級,東北地方整備局,岩手県,300230005
大鎚川,大鎚川,二級,東北地方整備局,岩手県,300240001
小枝ヶ沢川,大鎚川,二級,東北地方整備局,岩手県,300240002
源水川,大鎚川,二級,東北地方整備局,岩手県,300240003
大ヶ口川,大鎚川,二級,東北地方整備局,岩手県,300240004
柾内川,大鎚川,二級,東北地方整備局,岩手県,300240005
宮沢川,大鎚川,二級,東北地方整備局,岩手県,300240006
安瀬の沢川,大鎚川,二級,東北地方整備局,岩手県,300240007
折合沢川,大鎚川,二級,東北地方整備局,岩手県,300240008
戸沢川,大鎚川,二級,東北地方整備局,岩手県,300240009
小鎚川,小鎚川,二級,東北地方整備局,岩手県,300250001
寺野沢川,小鎚川,二級,東北地方整備局,岩手県,300250002
臼沢川,小鎚川,二級,東北地方整備局,岩手県,300250003
種戸川,小鎚川,二級,東北地方整備局,岩手県,300250004
鵜住居川,鵜住居川,二級,東北地方整備局,岩手県,300260001
長内川,鵜住居川,二級,東北地方整備局,岩手県,300260002
大沢川,鵜住居川,二級,東北地方整備局,岩手県,300260003
横内川,鵜住居川,二級,東北地方整備局,岩手県,300260004
沢桧川,鵜住居川,二級,東北地方整備局,岩手県,300260005
能舟木川,鵜住居川,二級,東北地方整備局,岩手県,300260006
青の木川,鵜住居川,二級,東北地方整備局,岩手県,300260007
水海川,水海川,二級,東北地方整備局,岩手県,300270001
甲子川,甲子川,二級,東北地方整備局,岩手県,300280001
小川川,甲子川,二級,東北地方整備局,岩手県,300280002
甲羅沢川,甲子川,二級,東北地方整備局,岩手県,300280003
中川目川,甲子川,二級,東北地方整備局,岩手県,300280004
北川目川,甲子川,二級,東北地方整備局,岩手県,300280005
大沢川,甲子川,二級,東北地方整備局,岩手県,300280006
久保沢川,甲子川,二級,東北地方整備局,岩手県,300280007
二本木沢川,甲子川,二級,東北地方整備局,岩手県,300280008
種が沢川,甲子川,二級,東北地方整備局,岩手県,300280009
不動沢川,甲子川,二級,東北地方整備局,岩手県,300280010
鍋倉川,甲子川,二級,東北地方整備局,岩手県,300280011
弁天沢川,甲子川,二級,東北地方整備局,岩手県,300280012
枯松沢川,甲子川,二級,東北地方整備局,岩手県,300280013
片岸川,片岸川,二級,東北地方整備局,岩手県,300290001
小田木川,片岸川,二級,東北地方整備局,岩手県,300290002
山谷川,片岸川,二級,東北地方整備局,岩手県,300290003
熊野川,熊野川,二級,東北地方整備局,岩手県,300300001
吉浜川,吉浜川,二級,東北地方整備局,岩手県,300310001
浦浜川,浦浜川,二級,東北地方整備局,岩手県,300320001
泊川,泊川,二級,東北地方整備局,岩手県,300330001
甫嶺川,甫嶺川,二級,東北地方整備局,岩手県,300340001
稜里川,稜里川,二級,東北地方整備局,岩手県,300350001
双元川,稜里川,二級,東北地方整備局,岩手県,300350002
合足川,合足川,二級,東北地方整備局,岩手県,300360001
後の入川,後の入川,二級,東北地方整備局,岩手県,300370001
盛川,盛川,二級,東北地方整備局,岩手県,300380001
中井川,盛川,二級,東北地方整備局,岩手県,300380002
立根川,盛川,二級,東北地方整備局,岩手県,300380003
大野川,盛川,二級,東北地方整備局,岩手県,300380004
小通川,盛川,二級,東北地方整備局,岩手県,300380005
鷹生川,盛川,二級,東北地方整備局,岩手県,300380006
坂本沢川,盛川,二級,東北地方整備局,岩手県,300380007
長岩川,盛川,二級,東北地方整備局,岩手県,300380008
須崎川,須崎川,二級,東北地方整備局,岩手県,300390001
船河原川,船河原川,二級,東北地方整備局,岩手県,300400001
浜田川,浜田川,二級,東北地方整備局,岩手県,300410001
気仙川,気仙川,二級,東北地方整備局,岩手県,300420001
川原川,気仙川,二級,東北地方整備局,岩手県,300420002
小泉川,気仙川,二級,東北地方整備局,岩手県,300420003
滝の里川,気仙川,二級,東北地方整備局,岩手県,300420004
細根沢川,気仙川,二級,東北地方整備局,岩手県,300420005
矢作川,気仙川,二級,東北地方整備局,岩手県,300420006
生出川,気仙川,二級,東北地方整備局,岩手県,300420006
飯森川,気仙川,二級,東北地方整備局,岩手県,300420007
中平川,気仙川,二級,東北地方整備局,岩手県,300420008
雪沢川,気仙川,二級,東北地方整備局,岩手県,300420009
壷の沢川,気仙川,二級,東北地方整備局,岩手県,300420010
本宿川,気仙川,二級,東北地方整備局,岩手県,300420011
中沢川,気仙川,二級,東北地方整備局,岩手県,300420012
上城川,気仙川,二級,東北地方整備局,岩手県,300420013
大股川,気仙川,二級,東北地方整備局,岩手県,300420014
小股川,気仙川,二級,東北地方整備局,岩手県,300420015
篠倉川,気仙川,二級,東北地方整備局,岩手県,300420016
火の土川,気仙川,二級,東北地方整備局,岩手県,300420017
名代沢川,気仙川,二級,東北地方整備局,岩手県,300420018
新切川,気仙川,二級,東北地方整備局,岩手県,300420019
坂本川,気仙川,二級,東北地方整備局,岩手県,300420020
長部川,長部川,二級,東北地方整備局,岩手県,300430001
青野沢川,青野沢川,二級,東北地方整備局,宮城県,400010001
只越川,只越川,二級,東北地方整備局,宮城県,400020001
鹿折川,鹿折川,二級,東北地方整備局,宮城県,400030001
大川,大川,二級,東北地方整備局,宮城県,400040001
澄川,大川,二級,東北地方整備局,宮城県,400040001
神山川,大川,二級,東北地方整備局,宮城県,400040002
松川,大川,二級,東北地方整備局,宮城県,400040003
八瀬川,大川,二級,東北地方整備局,宮城県,400040004
金成沢川,大川,二級,東北地方整備局,宮城県,400040005
廿一川,大川,二級,東北地方整備局,宮城県,400040006
田茂木川,大川,二級,東北地方整備局,宮城県,400040007
榎川,大川,二級,東北地方整備局,宮城県,400040008
大川,大川,二級,東北地方整備局,宮城県,400040009
面瀬川,面瀬川,二級,東北地方整備局,宮城県,400050001
沖ノ田川,沖ノ田川,二級,東北地方整備局,宮城県,400060001
津谷川,津谷川,二級,東北地方整備局,宮城県,400070001
外尾川,津谷川,二級,東北地方整備局,宮城県,400070002
蕨野川,津谷川,二級,東北地方整備局,宮城県,400070003
馬籠川,津谷川,二級,東北地方整備局,宮城県,400070004
山田川,津谷川,二級,東北地方整備局,宮城県,400070005
荒田川,津谷川,二級,東北地方整備局,宮城県,400070006
糠沢川,津谷川,二級,東北地方整備局,宮城県,400070007
高山川,津谷川,二級,東北地方整備局,宮城県,400070008
港川,港川,二級,東北地方整備局,宮城県,400080001
稲淵川,稲淵川,二級,東北地方整備局,宮城県,400090001
伊里前川,伊里前川,二級,東北地方整備局,宮城県,400100001
桜川,桜川,二級,東北地方整備局,宮城県,400110001
新井田川,新井田川,二級,東北地方整備局,宮城県,400120001
八幡川,八幡川,二級,東北地方整備局,宮城県,400130001
水尻川,水尻川,二級,東北地方整備局,宮城県,400140001
西戸川,水尻川,二級,東北地方整備局,宮城県,400140002
折立川,折立川,二級,東北地方整備局,宮城県,400150001
水戸辺川,水戸辺川,二級,東北地方整備局,宮城県,400160001
長清水川,長清水川,二級,東北地方整備局,宮城県,400170001
相川沢川,相川沢川,二級,東北地方整備局,宮城県,400180001
